Argentina, Cordoba, Cordoba, 1433991600000, 8.21, 27.86, 1001.88, 9.21347, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 11.06, 54.04, 1003.75, 14.0817, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 10.93, 55.26, 1003.75, 14.8462, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 10.75, 56.22, 1004.38, 13.4983, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 10.59, 57.43, 1004.38, 14.0415, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 10.39, 58.52, 1005.0, 13.78, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 10.18, 59.28, 1005.62, 14.8462, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 9.86, 60.44, 1005.0, 13.3575, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 9.61, 61.55, 1004.38, 13.6995, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 9.42, 62.46, 1006.25, 12.8948, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 9.26, 63.26, 1006.25, 12.5126, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 8.99, 64.17, 1005.62, 11.889, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 8.74, 65.21, 1007.5, 11.1447, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 8.6, 66.0, 1008.12, 10.6418, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 8.39, 66.54, 1005.0, 10.7423, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 8.18, 67.31, 1006.88, 9.53534, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 8.01, 67.76, 1008.12, 10.0383, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434510000000, 7.77, 68.69, 1007.5, 9.0123, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.55, 69.18, 1006.88, 9.55546, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.32, 70.22, 1008.12, 9.81697, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.31, 70.72, 1006.88, 8.85137, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.23, 71.02, 1010.0, 8.87149, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.06, 71.27, 1008.75, 8.36857, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.81, 71.96, 1008.75, 7.62425, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.68, 72.59, 1007.5, 7.4432, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.74, 72.73, 1008.12, 10.9234, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.59, 72.71, 1008.12, 11.4062, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.41, 73.13, 1008.12, 12.1304, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.22, 74.26, 1007.5, 9.33417, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.01, 74.98, 1008.12, 8.75079, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.01, 74.67, 1007.5, 11.1447, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.17, 73.21, 1007.5, 11.9896, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.32, 71.74, 1007.5, 12.6132, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.4, 70.52, 1008.12, 13.0155, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.44, 69.2, 1006.25, 12.3718, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.41, 67.6, 1007.5, 12.9954, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.39, 65.05, 1006.88, 13.1564, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.28, 63.53, 1006.25, 13.5587, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.16, 62.92, 1007.5, 11.6476, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.08, 62.04, 1007.5, 11.9493, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.95, 61.48, 1007.5, 11.1246, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.71, 61.9, 1007.5, 11.024, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.38, 62.87, 1006.25, 10.4205, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.03, 64.13, 1008.12, 9.23359, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 4.65, 65.35, 1007.5, 9.47499, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 4.41, 66.3, 1008.75, 9.43476, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 4.11, 67.36, 1006.88, 7.52366, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.62, 69.17, 1008.12, 7.04086, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.59, 69.1, 1007.5, 8.44903, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.4, 69.39, 1007.5, 7.5639, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.83, 70.55, 1010.0, 5.89421, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.4, 72.61, 1008.12, 5.85397, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.96, 72.72, 1009.38, 4.72744, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.44, 74.8, 1009.38, 5.51199, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.26, 75.5, 1008.12, 5.31082, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.0, 76.48, 1008.12, 5.02919, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.72, 77.12, 1008.75, 5.19012, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.49, 77.29, 1010.0, 5.85397, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.24, 78.11, 1009.38, 5.53211, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.15, 78.94, 1009.38, 4.96884, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.03, 78.89, 1010.0, 5.65281, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.13, 78.82, 1009.38, 5.67292, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.27, 79.11, 1010.62, 5.85397, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.34, 79.58, 1011.25, 5.91432, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.3, 79.58, 1011.25, 7.02075, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.46, 79.12, 1011.88, 6.47759, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.6, 79.56, 1011.88, 6.41724, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.68, 79.67, 1011.25, 6.33678, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.73, 79.93, 1011.25, 6.29654, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.81, 79.94, 1011.25, 5.85397, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.65, 80.05, 1011.88, 5.93444, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.4, 79.28, 1011.88, 5.49187, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.12, 78.26, 1011.25, 8.4088, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.49, 77.23, 1010.62, 8.5295, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.16, 74.57, 1009.38, 8.81114, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.77, 72.53, 1011.88, 9.17324, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.64, 69.74, 1011.25, 9.87732, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.46, 64.75, 1013.12, 10.8228, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 4.34, 60.88, 1011.25, 9.95779, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.04, 57.61, 1012.5, 9.83709, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.57, 55.77, 1010.62, 10.0986, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.04, 52.59, 1011.88, 10.5613, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.44, 49.08, 1011.88, 8.06682, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.96, 47.32, 1013.12, 9.33417, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.41, 41.98, 1011.88, 8.95195, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.77, 41.35, 1012.5, 8.85137, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 8.12, 36.09, 1013.12, 7.58401, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 8.53, 34.86, 1011.88, 8.6502, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 8.8, 33.95, 1013.12, 7.02075, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.06, 32.54, 1011.25, 7.98635, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.44, 35.14, 1011.25, 7.94612, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.3, 30.59, 1011.88, 9.91756, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.46, 30.91, 1011.25, 6.37701, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.77, 28.72, 1011.88, 8.73067, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.95, 30.19, 1011.25, 6.85981, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.9, 29.14, 1013.12, 9.0123, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 10.29, 28.47, 1012.5, 4.72744, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 10.3, 27.1, 1012.5, 7.48343, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 10.59, 23.97, 1011.25, 6.75923, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 10.73, 26.93, 1010.62, 5.37117, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 10.81, 26.97, 1011.25, 5.71316, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.12, 27.97, 1011.25, 7.12133, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.35, 26.27, 1010.62, 5.14989, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.26, 25.91, 1010.62, 7.28226, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.47, 25.57, 1010.62, 5.08954, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.35, 25.95, 1011.25, 7.78518, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.6, 25.62, 1010.0, 5.06942, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.83, 25.74, 1010.0, 3.88253, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.61, 26.75, 1010.62, 6.81958, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.75, 24.61, 1010.62, 5.00907, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.96, 26.41, 1010.62, 4.64697, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.9, 25.99, 1010.0, 6.65864, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.07, 26.2, 1009.38, 5.02919, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.37, 27.74, 1010.0, 3.41985, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.48, 25.78, 1010.0, 3.37961, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.39, 27.7, 1007.5, 5.79362, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.48, 27.16, 1010.0, 5.06942, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.35, 26.33, 1008.75, 5.25047, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.25, 26.51, 1009.38, 5.99479, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.55, 26.38, 1008.75, 2.41401, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.66, 25.31, 1010.0, 3.88253, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.37, 26.53, 1007.5, 5.00907, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.2, 25.5, 1008.75, 3.80207, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 12.01, 32.99, 1008.75, 3.05775, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.66, 38.54, 1010.0, 3.03763, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 11.2, 43.0, 1009.38, 2.47436, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 10.63, 41.02, 1009.38, 2.59506, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.95, 38.86, 1009.38, 2.8767, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 9.2, 40.21, 1010.0, 3.29915, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 8.29, 39.16, 1009.38, 2.9974, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.46, 43.33, 1009.38, 2.29331, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 7.07, 40.64, 1010.0, 1.75016, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.51, 41.15, 1010.0, 3.15833, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 6.0, 45.42, 1010.0, 2.39389, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.8, 46.47, 1010.0, 3.46008, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 5.24, 46.62, 1009.38, 1.22712, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 4.89, 49.02, 1011.25, 1.14665, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 4.41, 49.9, 1010.0, 0.663853, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.86, 53.12, 1010.0, 0.0, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.58, 53.49, 1010.62, 0.080467, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 3.23, 54.83, 1010.62, 0.844903, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.94, 59.13, 1010.62, 2.31343, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.72, 57.76, 1011.25, 1.81051, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.53, 57.73, 1010.62, 1.24724, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.43, 57.09, 1010.0, 1.64957, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.31, 58.68, 1010.62, 0.643736, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.16, 59.82, 1010.0, 0.965604, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 2.08, 60.12, 1010.62, 1.02595, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.99, 60.42, 1010.62, 0.925371, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.76, 60.74, 1011.25, 0.160934, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.79, 62.01, 1010.62, 1.85074, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.5, 64.35, 1010.0, 2.27319, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.41, 65.24, 1008.75, 2.83646, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.46, 64.79, 1008.75, 3.94288, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.5, 64.91, 1008.75, 1.93121, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.46, 64.68, 1008.75, 0.86502, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 1.38, 64.5, 1009.38, 0.623619, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.87, 65.52, 1010.0, 1.44841, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, 0.21, 67.88, 1010.62, 2.57494, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.31, 69.56, 1010.62, 2.11226, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.39, 70.31, 1010.0, 1.46852, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434596400000, -0.65, 71.32, 1010.0, 1.60934, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -0.7, 72.21, 1011.25, 1.64957, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -0.92, 73.43, 1010.62, 2.59506, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.01, 72.76, 1009.38, 2.47436, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.14, 73.49, 1010.62, 1.75016, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.15, 73.52, 1009.38, 1.75016, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.73, 72.15, 1009.38, 3.03763, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.01, 76.42, 1009.38, 2.43413, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.75, 75.36, 1008.12, 2.35366, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.95, 74.28, 1008.75, 1.24724, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.15, 75.79, 1008.12, 0.502919, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.3, 76.85, 1008.12, 0.885137, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.12, 76.01, 1008.12, 1.50876, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.0, 76.01, 1007.5, 0.86502, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.56, 73.82, 1006.88, 1.12654, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.63, 74.43, 1007.5, 0.0603503, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.77, 74.08, 1008.12, 0.321868, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.99, 75.38, 1006.88, 0.603503, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.07, 74.42, 1006.88, 0.462685, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.02, 74.86, 1006.88, 0.100584, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.14, 74.49, 1006.25, 0.0, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.29, 76.12, 1007.5, 0.100584, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.55, 77.12, 1005.62, 0.0603503, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.5, 77.98, 1006.88, 1.44841, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.86, 78.55, 1005.62, 3.76183, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -3.13, 80.09, 1006.25, 3.70148, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.87, 78.79, 1007.5, 2.61518, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.82, 79.1, 1006.25, 3.41985, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.75, 77.74, 1005.62, 3.33938, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.41, 78.81, 1005.62, 3.8423, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.18, 78.31, 1006.25, 2.35366, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.98, 77.66, 1007.5, 2.83646, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -1.88, 76.76, 1006.88, 2.51459, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434682800000, -2.12, 76.96, 1006.88, 1.16677, ESTE, Asociaci󮠃ivil de Producrores
