Argentina, Chaco, Chaco, 1359342000000, 30.12, 37.56, -999.0, -999.0, NORTE, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.87, 52.75, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.87, 52.81, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.86, 52.9, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.87, 53.0, -999.0, 11.2251, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.84, 53.09, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.84, 53.22, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.83, 53.31, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.81, 53.41, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.84, 53.41, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.82, 53.5, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.79, 53.56, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.79, 53.56, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.77, 53.53, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.76, 53.46, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.72, 53.43, -999.0, 10.9234, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.68, 53.36, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.68, 53.42, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.67, 53.55, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.65, 53.57, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.62, 53.73, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.61, 53.92, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.58, 54.29, -999.0, 10.8228, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.56, 54.79, -999.0, 10.8228, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364698800000, 26.55, 55.05, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.53, 55.36, -999.0, 10.7222, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.49, 55.73, -999.0, 10.2193, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.47, 55.91, -999.0, 10.1187, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.43, 56.06, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.41, 56.12, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.39, 56.15, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.36, 56.18, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.33, 56.2, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.3, 56.23, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.24, 56.32, -999.0, 10.2193, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.17, 56.4, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.13, 56.3, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.15, 56.21, -999.0, 10.0181, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 26.09, 56.36, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.98, 56.47, -999.0, 10.2797, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.92, 56.46, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.91, 56.39, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.89, 56.33, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.84, 56.32, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.81, 56.22, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.74, 56.15, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.67, 56.02, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.64, 55.89, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.57, 55.88, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.59, 55.72, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.58, 55.75, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.55, 55.78, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.51, 55.77, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.46, 55.77, -999.0, 10.2797, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.41, 55.67, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.4, 55.63, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.36, 55.63, -999.0, 10.2193, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.34, 55.59, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.33, 55.59, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.28, 55.59, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.26, 55.55, -999.0, 10.1187, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.25, 55.55, -999.0, 9.97791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.21, 55.54, -999.0, 10.8228, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.14, 55.53, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.12, 55.5, -999.0, 10.7222, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.1, 55.56, -999.0, 10.7625, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.09, 55.53, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.04, 55.52, -999.0, 10.9837, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 25.02, 55.49, -999.0, 11.1849, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.99, 55.48, -999.0, 11.0642, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.95, 55.51, -999.0, 10.7222, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.94, 55.51, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.92, 55.5, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.89, 55.5, -999.0, 10.8832, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.83, 55.58, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.81, 55.58, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.77, 55.61, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.75, 55.6, -999.0, 11.2654, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.72, 55.6, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.69, 55.66, -999.0, 10.8228, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.66, 55.72, -999.0, 10.7222, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 55.77, -999.0, 11.1246, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.61, 55.74, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.57, 55.8, -999.0, 10.8228, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.58, 55.77, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.55, 55.89, -999.0, 10.9837, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.54, 55.95, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.52, 55.97, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.47, 56.09, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.47, 56.09, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.42, 56.15, -999.0, 11.2855, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.39, 56.14, -999.0, 10.7826, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.38, 56.17, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.36, 56.2, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.35, 56.2, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.33, 56.2, -999.0, 10.7826, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.32, 56.23, -999.0, 10.8832, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.31, 56.22, -999.0, 10.3601, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.2, 56.58, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.17, 56.64, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.14, 56.73, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.22, 56.49, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.25, 56.37, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.22, 56.37, -999.0, 10.9234, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.2, 56.39, -999.0, 10.9234, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.22, 56.37, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.22, 56.37, -999.0, 10.9837, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.23, 56.31, -999.0, 10.9234, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.24, 56.31, -999.0, 11.0843, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.24, 56.24, -999.0, 10.9837, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.24, 56.12, -999.0, 10.7826, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.27, 56.03, -999.0, 10.8832, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.26, 56.0, -999.0, 11.1648, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.27, 55.94, -999.0, 11.024, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.27, 55.88, -999.0, 11.024, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.29, 55.79, -999.0, 10.9636, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.33, 55.73, -999.0, 10.863, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.44, 55.75, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.37, 55.83, -999.0, 10.9636, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.36, 55.73, -999.0, 11.0843, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.38, 55.74, -999.0, 11.1648, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.39, 55.8, -999.0, 10.7826, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.4, 55.93, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.44, 55.96, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.46, 56.03, -999.0, 10.7625, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.48, 56.09, -999.0, 10.682, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.53, 56.07, -999.0, 10.9636, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.53, 56.07, -999.0, 10.8832, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.56, 56.07, -999.0, 11.0642, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.57, 56.04, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.56, 56.2, -999.0, 10.8228, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.57, 56.26, -999.0, 10.863, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.59, 56.26, -999.0, 10.7625, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.59, 56.33, -999.0, 10.7625, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.6, 56.36, -999.0, 10.7222, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 56.3, -999.0, 10.9234, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.63, 56.3, -999.0, 10.8832, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.63, 56.3, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 56.33, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 56.3, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.64, 56.27, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.63, 56.3, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.64, 56.3, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.3, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.66, 56.31, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.3, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.34, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.66, 56.31, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.3, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.3, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.66, 56.31, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.34, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.37, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.37, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.65, 56.43, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.63, 56.46, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.64, 56.46, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 56.45, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 56.45, -999.0, 10.9636, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.62, 56.49, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.61, 56.52, -999.0, 10.7222, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.59, 56.54, -999.0, 10.6216, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.58, 56.57, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.56, 56.57, -999.0, 10.4808, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.55, 56.6, -999.0, 10.5613, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.55, 56.57, -999.0, 10.7826, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.53, 56.6, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.53, 56.6, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364785200000, 24.51, 56.62, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.5, 56.65, -999.0, 10.5814, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.47, 56.68, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.48, 56.71, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.46, 56.71, -999.0, 10.0181, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.44, 56.74, -999.0, 10.1187, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.43, 56.77, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.4, 56.86, -999.0, 9.91756, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.37, 56.98, -999.0, 9.97791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.35, 57.13, -999.0, 10.0584, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.32, 57.21, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.29, 57.3, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.27, 57.36, -999.0, 9.97791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.27, 57.36, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.25, 57.48, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.23, 57.54, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.23, 57.51, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.22, 57.54, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.21, 57.57, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.2, 57.63, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.18, 57.69, -999.0, 9.95779, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.14, 57.8, -999.0, 10.2193, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.13, 57.86, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.1, 57.98, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.07, 58.01, -999.0, 10.1187, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.06, 58.01, -999.0, 10.0584, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.05, 58.0, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 24.02, 58.03, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.99, 58.06, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.98, 58.02, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.93, 58.02, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.92, 57.98, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.9, 57.92, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.91, 57.95, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.88, 57.98, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.84, 58.0, -999.0, 9.97791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.78, 58.03, -999.0, 10.0785, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.77, 57.93, -999.0, 10.2595, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.79, 57.87, -999.0, 10.159, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.76, 57.93, -999.0, 10.0584, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.73, 58.02, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.68, 58.01, -999.0, 10.1187, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.68, 58.01, -999.0, 9.97791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.63, 58.0, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.61, 57.97, -999.0, 10.3199, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.58, 57.93, -999.0, 10.5211, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.58, 57.84, -999.0, 10.3802, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.53, 57.93, -999.0, 10.4607, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.52, 57.86, -999.0, 10.4205, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.49, 57.86, -999.0, 10.7826, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.48, 57.86, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.46, 57.85, -999.0, 10.6619, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.74, 57.47, -999.0, 10.1791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.46, 57.85, -999.0, 10.2193, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.48, 57.64, -999.0, 9.91756, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.6, 57.66, -999.0, 9.75662, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.29, 58.32, -999.0, 9.97791, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.92, 59.48, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.25, 58.8, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 23.27, 58.86, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.58, 61.05, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 21.12, 64.97, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 21.37, 63.87, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.32, 61.69, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 21.82, 63.01, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 21.53, 64.37, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 21.63, 63.92, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 21.94, 63.32, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.22, 62.72, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.52, 61.52, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.27, 62.7, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.33, 62.29, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.84, 61.21, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.78, 62.07, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.18, 64.39, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.35, 64.53, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.82, 62.84, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.56, 63.63, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.83, 62.16, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.58, 62.42, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.7, 61.99, -999.0, 0.0, SUR, Prov. Chaco
Argentina, Chaco, Chaco, 1364871600000, 22.4, 63.51, -999.0, 0.0, SUR, Prov. Chaco
